"flatId","builder","builderId","url","address","plz","title","imgurl","addedDate","lastRefresh","rooms","size","rent","funds","purchase_price","deposit","moveInDate","floor","constructionYear","placeLat","placeLong","type","status","typeDescription","prebookingStartString","prebookingStartDate","setToPrebookingFullyBookedDate","setToOfflineDate","setToIrrelevantDate","notes","addedDate2","lastRefresh2","isIrrelevant","isOffline","skipWhileCrawling"
"neuesleben_1210_donaufelderstrasse73_top57l_id2690","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=2690","Donaufelder Straße 73 / Top 57","1210",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=756189F0AE624D0DAE58FD15C95CC84577C0C52DA82F496C8540E804C97FAC14&height=480&width=575&embed=true","1647870270429","1648198901939",1,51,480.44,26700,NULL,NULL,"01.06.2022","DG",NULL,"48.253485","16.4162325",NULL,NULL,NULL,NULL,NULL,NULL,"1648202588509",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1210_donaufelderstrasse73_top58l_id2663","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=2663","Donaufelder Straße 73 / Top 58","1210",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=756189F0AE624D0DAE58FD15C95CC84577C0C52DA82F496C8540E804C97FAC14&height=480&width=575&embed=true","1646044806272","1646215784053",3,82,768.71,42700,NULL,NULL,"01.05.2022","DG",NULL,"48.253485","16.4162325",NULL,NULL,NULL,NULL,NULL,NULL,"1646259107119",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1210_juliusfickerstrasse94_top1il_id554","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=554","Julius-Ficker-Straße 94 / Top 1","1210",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=F23F934F8C3A4A6C947E3E65AAE3F950AE25B275AA3D4F33BB44121AB14758CC&height=480&width=575&embed=true","1647337895056","1648198680298",2,76,731.1,22320,NULL,NULL,"01.05.2022","1",NULL,"48.2650118","16.4539202",NULL,NULL,NULL,NULL,NULL,NULL,"1648202373502",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1210_obriengasse58_top21l_id3671","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=3671","O'Brien-Gasse 58 / Top 21","1210",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=0ECF1F3A0F634B3682A55005EFF99030927AC0E3EF8E4A858F65DE385112A2EE&height=480&width=575&embed=true","1642404332438","1643115437512",1,41,278,18200,NULL,NULL,"01.04.2022","3.Stock",NULL,"48.2655487","16.3943979",NULL,NULL,NULL,NULL,NULL,NULL,"1643158756721",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1210_obriengasse60_top724l_id2356","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=2356","O'Brien-Gasse 60 / Top 724","1210",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=0ECF1F3A0F634B3682A55005EFF99030927AC0E3EF8E4A858F65DE385112A2EE&height=480&width=575&embed=true","1640093475543","1640165477452",3,71,477,31600,NULL,NULL,"01.03.2022","2.Stock",NULL,"48.2656555","16.394779",NULL,NULL,NULL,NULL,NULL,NULL,"1642699290043",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1210_russbergstrae16_top11il_id885","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=885","Rußbergstraße 16 / Top 11","1210",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=6C75678812484CF4B6CF961E097FCC4D690E1A02EDF0473090CFDC78D5E28782&height=480&width=575&embed=true","1645008100185","1645106852886",4,95,764.03,52300,NULL,NULL,"01.03.2022","3.OG, 4.OG",NULL,"48.2888544","16.3848916",NULL,NULL,NULL,NULL,NULL,NULL,"1645164225210",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1210_russbergstrae16_top3il_id887","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=887","Rußbergstraße 16 / Top 3","1210",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=6C75678812484CF4B6CF961E097FCC4D690E1A02EDF0473090CFDC78D5E28782&height=480&width=575&embed=true","1636459522455","1645108316097",2,61,420,28600,NULL,NULL,"sofort","1.",NULL,"48.2888544","16.3848916",NULL,NULL,NULL,NULL,NULL,NULL,"1645164225205",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1220_arakawastrasse6_1l_id3661","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=3661","Arakawastraße 6 / 1","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=204A3D99392E496C9EEB39397E3BC4F7C4CEA953203C41588E1F3E2E6A253F98&height=480&width=575&embed=true","1637237597409","1637573952927",2,96,622.67,34800,NULL,NULL,"01.01.2022","EG",NULL,"48.2482647","16.4304288",NULL,NULL,NULL,NULL,NULL,NULL,"1642699289455",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1220_bergengasse6_top29l_id3678","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=3678","Bergengasse 6 / Top 29","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=B5804D21C740481C8D2338B323B52A3423DE9E3D47A84AC88C1A0CB8F68CBF9F&height=480&width=575&embed=true","1644401639782","1644839384795",2,60,352.32,15893.53,NULL,NULL,NULL,"2.",NULL,"48.2149714","16.4738669",NULL,NULL,NULL,NULL,NULL,NULL,"1644882700672",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1220_bergengasse6_top9l_id3679","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=3679","Bergengasse 6 / Top 9","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=B5804D21C740481C8D2338B323B52A3423DE9E3D47A84AC88C1A0CB8F68CBF9F&height=480&width=575&embed=true","1646039519731","1646214590213",3,121,785,35320,NULL,NULL,"01.05.2022","2.+3.",NULL,"48.2149714","16.4738669",NULL,NULL,NULL,NULL,NULL,NULL,"1646257909344",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1220_dueckegasse11_topdg15il_id323","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=323","Dückegasse 11 / Top DG 15","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=CE10E333538243349B59889B2985961473FFBBE150AE4D9A92E72418BF40663E&height=480&width=575&embed=true","1633014141186","1648501044812",1,23,558.31,0,NULL,5000,"sofort","DG",NULL,"48.2494678","16.4281261",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL
"neuesleben_1220_dueckegasse11_topdg19il_id327","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=327","Dückegasse 11 / Top DG 19","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=CE10E333538243349B59889B2985961473FFBBE150AE4D9A92E72418BF40663E&height=480&width=575&embed=true","1633014141224","1648501044820",1,23,507.81,0,NULL,5000,"sofort","DG",NULL,"48.2494678","16.4281261",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL
"neuesleben_1220_dueckegasse9_18l_id3682","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=3682","Dückegasse 9 / 18","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=8439FEBBEEBE4048B10FC58176CBCC88570BD8FBD9254550B3590C78DD436D33&height=480&width=575&embed=true","1646723724285","1646814393815",3,109,634,39200,NULL,NULL,"01.05.2022","1.+2.",NULL,"48.2495574","16.4282144",NULL,NULL,NULL,NULL,NULL,NULL,"1646857804136",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1220_esslingerhauptstr80_top407l_id2463","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=2463","Eßlinger Hauptstr. 80 / Top 407","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=A9B06695B8B148AD9378D8C8F411987AF36C2395819548BD83D7384B14F45D49&height=480&width=575&embed=true","1642509798863","1642755921094",4,105,712.34,47600,NULL,NULL,"01.03.2022","1. Stock",NULL,"48.214517","16.5236879",NULL,NULL,NULL,NULL,NULL,NULL,"1642799223943",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1220_hardeggasse65a_top3il_id139","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=139","Hardeggasse 65A / Top 3","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=D5F0C72D964D49BD9841D0DC6EA20EC8B4615726366E46C283B1F07D0075AD4F&height=480&width=575&embed=true","1644400198007","1644574779239",2,70,442.19,22641.14,NULL,0,"01.04.2022","1.",NULL,"48.2180576","16.4566027",NULL,NULL,NULL,NULL,NULL,NULL,"1644617987380",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1220_hausgrundweg33_top5l_id3677","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=3677","Hausgrundweg 33 / Top 5","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=BD311463989C47A1AABD1CB0E8AB4E2AE23BABAAD6F64E65817C12EF6213DB1D&height=480&width=575&embed=true","1644393122757","1644405333150",4,122,780.06,42671.65,NULL,NULL,"01.04.2022","2.",NULL,"48.225599","16.4601842",NULL,NULL,NULL,NULL,NULL,NULL,"1644448561234",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1220_heinrichleflergasse11_top1il_id740","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=740","Heinrich-Lefler-Gasse 11 / Top 1","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=C3948392BA9F43B68127BC67FFCF10CA1634978616554489A326A0D7E0C9BEA2&height=480&width=575&embed=true","1641302351935","1644840840715",3,70,755,5200,NULL,NULL,"01.03.2022","EG",NULL,"48.2216208","16.4543185",NULL,NULL,NULL,NULL,NULL,NULL,"1644884159991",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1220_heinrichleflergasse11_top7l_id2400","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=2400","Heinrich-Lefler-Gasse 11 / Top 7","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=C3948392BA9F43B68127BC67FFCF10CA1634978616554489A326A0D7E0C9BEA2&height=480&width=575&embed=true","1633946614680","1634214342890",3,67,717,6340,NULL,NULL,"01.01.2022","1.",NULL,"48.2216205","16.4543192",NULL,NULL,NULL,NULL,NULL,NULL,"1642699288581",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1220_konstanziagasse4_top4sl_id3145","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=3145","Konstanziagasse 4 / Top 4s","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=E9F078AF9CE94344A94209A2AA11A0E28A128AF7FFA64D49B378C503A97A7F34&height=480&width=575&embed=true","1644396853570","1644404740491",3,63,500.27,3530,NULL,NULL,"01.04.2022","1.OG",NULL,"48.2214253","16.4521091",NULL,NULL,NULL,NULL,NULL,NULL,"1644447967710",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1220_muehlgrundgasse26_top18l_id2644","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=2644","Mühlgrundgasse 26 / Top 18","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=AB405DFB7B1843EBBAE5E0993678443E22277F9303954FC8BA1E43A4A41AB40F&height=480&width=575&embed=true","1640071392431","1640180602786",2,59,641,13050,NULL,NULL,"01.02.2022","2.OG",NULL,"48.218005","16.4529225",NULL,NULL,NULL,NULL,NULL,NULL,"1642699289966",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1220_ogugasse1_top38l_id3684","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=3684","Ogugasse 1 / Top 38","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=204A3D99392E496C9EEB39397E3BC4F7C4CEA953203C41588E1F3E2E6A253F98&height=480&width=575&embed=true","1646827181789","1647241884240",2,47,353,19340,NULL,NULL,"01.05.2022","6.",NULL,"48.2476956","16.4303777",NULL,NULL,NULL,NULL,NULL,NULL,"1647285204973",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1220_ogugasse3_top3l_id3549","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=3549","Ogugasse 3 / Top 3","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=55C90702773C479EB1C81EC1E8D4D85DF1E02EAF6242491887CFFD2741E3CB36&height=480&width=575&embed=true","1636462987680","1636959083107",2,97,624,35030,NULL,NULL,"sofort","EG/OG",NULL,"48.2474014","16.4308815",NULL,NULL,NULL,NULL,NULL,NULL,"1642699289348",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1220_rosaliachladekgasse37_top2l_id3659","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=3659","Rosalia Chladek Gasse 3-7 / Top 2","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=24F9216997C04EA691414077E6026521B2CDEBB6D0AF4791A3EA0E029E5B3BEF&height=480&width=575&embed=true","1636461430787","1644840122499",2,54,410.42,19200,NULL,NULL,"01.05.2022","EG",NULL,"48.2117574","16.5275154",NULL,NULL,NULL,NULL,NULL,NULL,"1644883501337",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1220_rosaliachladekgasse37_top2l_id3669","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=3669","Rosalia Chladek Gasse 3-7 / Top 2","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=24F9216997C04EA691414077E6026521B2CDEBB6D0AF4791A3EA0E029E5B3BEF&height=480&width=575&embed=true","1641820628795","1642145203028",2,77,546,25100,NULL,NULL,"01.03.2022","OG",NULL,"48.2117574","16.5275154",NULL,NULL,NULL,NULL,NULL,NULL,"1642699290214",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1220_rosaliachladekgasse37_top3l_id1115","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=1115","Rosalia Chladek Gasse 3-7 / Top 3","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=24F9216997C04EA691414077E6026521B2CDEBB6D0AF4791A3EA0E029E5B3BEF&height=480&width=575&embed=true","1641301765430","1644574536334",2,55,424.22,19900,NULL,NULL,"01.03.2022","1.",NULL,"48.2117574","16.5275154",NULL,NULL,NULL,NULL,NULL,NULL,"1644617774543",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1220_rosaliachladekgasse37_top3l_id3686","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=3686","Rosalia Chladek Gasse 3-7 / Top 3","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=24F9216997C04EA691414077E6026521B2CDEBB6D0AF4791A3EA0E029E5B3BEF&height=480&width=575&embed=true","1646828860663","1647242355453",2,77,554.12,24900,NULL,NULL,"01.06.2022","OG",NULL,"48.2117574","16.5275154",NULL,NULL,NULL,NULL,NULL,NULL,"1647285689187",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1220_stadlbreiten35_rh13il_id767","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=767","Stadlbreiten 35 / RH 13","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=227207D96D21477A86784FD9E2FD1BDE4ED1BEDFABCF4E47BD4A62400CCFC1F5&height=480&width=575&embed=true","1639057378376","1639137421270",5,124,1261,45410,NULL,NULL,"01.02.2022",NULL,NULL,"48.2493224","16.4986919",NULL,NULL,NULL,NULL,NULL,NULL,"1642699289879",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1220_steigenteschgasse26_top11l_id3685","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=3685","Steigenteschgasse 26 / Top 11","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=8C1241E24E6442D4B213AD11E287F2E80D486B2CE2DE4A849B017FB06670DA1B&height=480&width=575&embed=true","1646827881181","1646920652732",4,117,714,54900,NULL,NULL,"01.06.2022","3.",NULL,"48.2448215","16.4406988",NULL,NULL,NULL,NULL,NULL,NULL,"1646978621052",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1220_wulzendorfstrasse83_14l_id3668","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=3668","Wulzendorfstraße 83 / 14","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=B5804D21C740481C8D2338B323B52A3423DE9E3D47A84AC88C1A0CB8F68CBF9F&height=480&width=575&embed=true","1641302606009","1641545839428",3,91,663,29870,NULL,NULL,"01.04.2022","2. - DG",NULL,"48.2141221","16.4725322",NULL,NULL,NULL,NULL,NULL,NULL,"1642699290196",NULL,NULL,NULL,NULL,NULL,True,NULL
"neuesleben_1220_wulzendorfstrasse83_top15il_id866","Neues Leben","neuesleben","https://www.wohnen.at/angebot/wohnung-detail/?id=866","Wulzendorfstraße 83 / Top 15","1220",NULL,"https://www.wohnen.at/Handlers/FileHandler.ashx?h=B5804D21C740481C8D2338B323B52A3423DE9E3D47A84AC88C1A0CB8F68CBF9F&height=480&width=575&embed=true","1647262522066","1647950120665",1,38,219,9900,NULL,NULL,"sofort","DG",NULL,"48.2141221","16.4725322",NULL,NULL,NULL,NULL,NULL,NULL,"1647953726864",NULL,NULL,NULL,NULL,NULL,True,NULL
"nhg_1020_oberedonaustrasse15a_44ferid3701","Neue Heimat Gewog","nhg","https://www.nhg.at/Projekte/Details/?id=3&offerId=3701","Obere Donaustraße 15A / 4 / 4","1020",NULL,NULL,"1635948928459","1637319308788",2,64.36,475.38,24828.98,NULL,NULL,NULL,NULL,"2014","48.2239702","16.37006",NULL,NULL,NULL,NULL,NULL,NULL,"1642699289167",NULL,NULL,NULL,NULL,NULL,True,NULL
"nhg_1040_schoenbrunnerstrasse4_6erid23723","Neue Heimat Gewog","nhg","https://www.nhg.at/Projekte/Details/?id=3&offerId=23723","Schönbrunner Straße 4 / 6","1040",NULL,NULL,"1633014113964","1633610358627",2,58.72,1039,NULL,NULL,6220,NULL,NULL,"2004","48.1952346","16.3611876",NULL,NULL,NULL,NULL,NULL,NULL,"1642699286691",NULL,NULL,NULL,NULL,NULL,True,NULL
"nhg_1040_schoenbrunnerstrasse4_7erid23724","Neue Heimat Gewog","nhg","https://www.nhg.at/Projekte/Details/?id=3&offerId=23724","Schönbrunner Straße 4 / 7","1040",NULL,NULL,"1647423343059","1648454990210",2,53.79,875,NULL,NULL,5300,NULL,NULL,"2004","48.1952346","16.3611876",NULL,NULL,NULL,NULL,NULL,NULL,"1648458790016",NULL,NULL,NULL,NULL,NULL,True,NULL
"nhg_1050_brandmayergasse35_2ferid3890","Neue Heimat Gewog","nhg","https://www.nhg.at/Projekte/Details/?id=3&offerId=3890","Brandmayergasse 35 / 2","1050",NULL,NULL,"1633415368533","1638269094943",2,67.68,418.55,NULL,NULL,2510,NULL,NULL,"1958","48.1836299","16.3481832",NULL,NULL,NULL,NULL,NULL,NULL,"1642699288426",NULL,NULL,NULL,NULL,NULL,True,NULL
"nhg_1070_myrthengasse1113_19erid17122","Neue Heimat Gewog","nhg","https://www.nhg.at/Projekte/Details/?id=3&offerId=17122","Myrthengasse 11-13 / 19","1070",NULL,NULL,"1643205793907","1646599768504",1,34.29,209.44,2590.77,NULL,830,NULL,NULL,"1984","48.2059199","16.3475349",NULL,NULL,NULL,NULL,NULL,NULL,"1646643098481",NULL,NULL,NULL,NULL,NULL,True,NULL
"nhg_1070_myrthengasse1113_3erid17106","Neue Heimat Gewog","nhg","https://www.nhg.at/Projekte/Details/?id=3&offerId=17106","Myrthengasse 11-13 / , -- / 3","1070",NULL,NULL,"1640169669201","1644843462715",1,56,443.31,3740.99,NULL,NULL,NULL,NULL,"1984","48.2059199","16.3475349",NULL,NULL,NULL,NULL,NULL,NULL,"1644886768878",NULL,NULL,NULL,NULL,NULL,True,NULL
"nhg_1100_haemmerleg16_84erid17418","Neue Heimat Gewog","nhg","https://www.nhg.at/Projekte/Details/?id=3&offerId=17418","Hämmerleg. 16 *!* / 8 / 4","1100",NULL,NULL,"1633014117963","1646599768533",2,62.5,460,5551.33,NULL,NULL,NULL,NULL,"1999","48.1415175","16.3959521",NULL,NULL,NULL,NULL,NULL,NULL,"1646643098391",NULL,NULL,NULL,NULL,NULL,True,NULL
"nhg_1100_knoellgasse5_14erid17616","Neue Heimat Gewog","nhg","https://www.nhg.at/Projekte/Details/?id=3&offerId=17616","Knöllgasse 5 / 1 / 4","1100",NULL,NULL,"1640254388139","1641297918579",3,76.81,606.91,13146.05,NULL,NULL,NULL,NULL,"2012","48.17660129999999","16.3577159",NULL,NULL,NULL,NULL,NULL,NULL,"1642699290065",NULL,NULL,NULL,NULL,NULL,True,NULL
"nhg_1100_moselgasse8_622ferid4155","Neue Heimat Gewog","nhg","https://www.nhg.at/Projekte/Details/?id=3&offerId=4155","Moselgasse 8 / 6 / 22","1100",NULL,NULL,"1643198701203","1645781610248",4,105.17,871.61,26806.19,NULL,NULL,NULL,NULL,"2006","48.1671841","16.3911873",NULL,NULL,NULL,NULL,NULL,NULL,"1645824888912",NULL,NULL,NULL,NULL,NULL,True,NULL
"nhg_1100_raxstrasse28_111erid16504","Neue Heimat Gewog","nhg","https://www.nhg.at/Projekte/Details/?id=3&offerId=16504","Raxstraße 28 / 1 / 11","1100",NULL,NULL,"1647427934607","1647433514676",3,84.77,660.74,36165.75,NULL,NULL,NULL,NULL,"2013","48.16636620000001","16.3597719",NULL,NULL,NULL,NULL,NULL,NULL,"1647476839314",NULL,NULL,NULL,NULL,NULL,True,NULL
"nhg_1100_raxstrasse28_128erid16579","Neue Heimat Gewog","nhg","https://www.nhg.at/Projekte/Details/?id=3&offerId=16579","Raxstraße 28 / 1 / 28","1100",NULL,NULL,"1644934782301","1646599768547",5,51.17,1096.38,5741.35,NULL,NULL,NULL,NULL,"2013","48.16636620000001","16.3597719",NULL,NULL,NULL,NULL,NULL,NULL,"1646643098793",NULL,NULL,NULL,NULL,NULL,True,NULL
"nhg_1100_raxstrasse28_214erid16443","Neue Heimat Gewog","nhg","https://www.nhg.at/Projekte/Details/?id=3&offerId=16443","Raxstraße 28 / 2 / 14","1100",NULL,NULL,"1643796688273","1644914502858",2,59.1,447.64,23922.45,NULL,NULL,NULL,NULL,"2013","48.16636620000001","16.3597719",NULL,NULL,NULL,NULL,NULL,NULL,"1644957829746",NULL,NULL,NULL,NULL,NULL,True,NULL
"nhg_1100_raxstrasse30_115erid16371","Neue Heimat Gewog","nhg","https://www.nhg.at/Projekte/Details/?id=3&offerId=16371","Raxstraße 30 / 1 / 15","1100",NULL,NULL,"1647530590264","1647866972591",3,97.61,803.73,45314.76,NULL,NULL,NULL,NULL,"2013","48.1668554","16.359491",NULL,NULL,NULL,NULL,NULL,NULL,"1647870742564",NULL,NULL,NULL,NULL,NULL,True,NULL
"nhg_1100_raxstrasse30_128erid16375","Neue Heimat Gewog","nhg","https://www.nhg.at/Projekte/Details/?id=3&offerId=16375","Raxstraße 30 / 1 / 28","1100",NULL,NULL,"1646747735398","1646747975820",4,106.36,1096.38,5741.35,NULL,NULL,NULL,NULL,"2013","48.1668554","16.359491",NULL,NULL,NULL,NULL,NULL,NULL,"1646805844682",NULL,NULL,NULL,NULL,NULL,True,NULL
"nhg_1100_raxstrasse30_424erid16544","Neue Heimat Gewog","nhg","https://www.nhg.at/Projekte/Details/?id=3&offerId=16544","Raxstraße 30 / 4 / 24","1100",NULL,NULL,"1642061843684","1644565788034",2,50.47,330.69,19786.91,NULL,NULL,NULL,NULL,"2013","48.1668554","16.359491",NULL,NULL,NULL,NULL,NULL,NULL,"1644609095820",NULL,NULL,NULL,NULL,NULL,True,NULL
"nhg_1100_raxstrasse32_134erid16555","Neue Heimat Gewog","nhg","https://www.nhg.at/Projekte/Details/?id=3&offerId=16555","Raxstraße 32 / 1 / 34","1100",NULL,NULL,"1644931570695","1645515811409",2,54.66,439.65,21378.62,NULL,NULL,NULL,NULL,"2013","48.1664876","16.3590494",NULL,NULL,NULL,NULL,NULL,NULL,"1645559139903",NULL,NULL,NULL,NULL,NULL,True,NULL
"nhg_1100_raxstrasse32_157erid16641","Neue Heimat Gewog","nhg","https://www.nhg.at/Projekte/Details/?id=3&offerId=16641","Raxstraße 32 / 1 / 57","1100",NULL,NULL,"1633014118353","1637317276708",3,81.86,639.99,33786.5,NULL,NULL,NULL,NULL,"2013","48.1664869","16.3590498",NULL,NULL,NULL,NULL,NULL,NULL,"1642699286848",NULL,NULL,NULL,NULL,NULL,True,NULL
"nhg_1100_windtenstrasse10_511erid28494","Neue Heimat Gewog","nhg","https://www.nhg.at/Projekte/Details/?id=3&offerId=28494","Windtenstraße 10 / 5 / 11","1100",NULL,NULL,"1633014118773","1637143278700",3,73.09,485.47,34098.32,NULL,NULL,NULL,NULL,"2022","48.16934089999999","16.3544138",NULL,NULL,NULL,NULL,NULL,NULL,"1642699286766",NULL,NULL,NULL,NULL,NULL,True,NULL
"nhg_1100_windtenstrasse10_515erid28498","Neue Heimat Gewog","nhg","https://www.nhg.at/Projekte/Details/?id=3&offerId=28498","Windtenstraße 10 / 5 / 15","1100",NULL,NULL,"1633014118851","1633437575942",2,57.55,396.06,27817.06,NULL,NULL,NULL,NULL,"2022","48.16934089999999","16.3544138",NULL,NULL,NULL,NULL,NULL,NULL,"1642699286711",NULL,NULL,NULL,NULL,NULL,True,NULL
"nhg_1100_windtenstrasse10_518erid28501","Neue Heimat Gewog","nhg","https://www.nhg.at/Projekte/Details/?id=3&offerId=28501","Windtenstraße 10 / 5 / 18","1100",NULL,NULL,"1633014118891","1634284411431",2,50.65,395.1,1863.55,NULL,NULL,NULL,NULL,"2022","48.16934089999999","16.3544138",NULL,NULL,NULL,NULL,NULL,NULL,"1642699286750",NULL,NULL,NULL,NULL,NULL,True,NULL
"nhg_1100_windtenstrasse10_521erid28504","Neue Heimat Gewog","nhg","https://www.nhg.at/Projekte/Details/?id=3&offerId=28504","Windtenstraße 10 / 5 / 21","1100",NULL,NULL,"1634107180575","1635920362214",3,77.25,504.64,35444.31,NULL,NULL,NULL,NULL,"2022","48.1692308","16.3542591",NULL,NULL,NULL,NULL,NULL,NULL,"1642699288712",NULL,NULL,NULL,NULL,NULL,True,NULL
"nhg_1100_windtenstrasse10_522erid28505","Neue Heimat Gewog","nhg","https://www.nhg.at/Projekte/Details/?id=3&offerId=28505","Windtenstraße 10 / 5 / 22","1100",NULL,NULL,"1633014118941","1636100963989",3,76.92,511.03,35892.98,NULL,NULL,NULL,NULL,"2022","48.16934089999999","16.3544138",NULL,NULL,NULL,NULL,NULL,NULL,"1642699286840",NULL,NULL,NULL,NULL,NULL,True,NULL
