"flatId","builder","builderId","url","address","plz","title","imgurl","addedDate","lastRefresh","rooms","size","rent","funds","purchase_price","deposit","moveInDate","floor","constructionYear","placeLat","placeLong","type","status","typeDescription","prebookingStartString","prebookingStartDate","setToPrebookingFullyBookedDate","setToOfflineDate","setToIrrelevantDate","notes","addedDate2","lastRefresh2","isIrrelevant","isOffline","skipWhileCrawling"
"ahwohnen_1100_zohmanngasse38_stiege2erdgeschosstue57immo44","AhWohnen","ahwohnen","http://www.ah-wohnen.at/cms/immo_page/57?immo=44","Zohmanngasse 38/Stiege 2/Erdgeschoss/Tür 3","1100",NULL,NULL,"1644921033777","1646040268969",1,34.3,240,2600,NULL,NULL,"sofort",NULL,NULL,"48.16712039999999","16.3625707",NULL,NULL,NULL,NULL,NULL,NULL,"1646083543245",NULL,NULL,NULL,NULL,NULL,True,NULL
"ahwohnen_1110_roschegasse20_stiege23stocktuer957immo40","AhWohnen","ahwohnen","http://www.ah-wohnen.at/cms/immo_page/57?immo=40","Roschegasse 20/Stiege 2/3.Stock/Tür 9","1110",NULL,NULL,"1645085488993","1645434449876",3,93,880,3300,NULL,NULL,"sofort",NULL,NULL,"48.1524492","16.4546711",NULL,NULL,NULL,NULL,NULL,NULL,"1645477714485",NULL,NULL,NULL,NULL,NULL,True,NULL
"ahwohnen_1110_roschegasse20_stiege54stocktuer957immo43","AhWohnen","ahwohnen","http://www.ah-wohnen.at/cms/immo_page/57?immo=43","Roschegasse 20/Stiege 5/4.Stock/Tür 9","1110",NULL,"http://www.ah-wohnen.at/immo_pictures/159.jpg","1644938029134","1645007853181",3,71,720,7300,NULL,NULL,"01. 09. 2020",NULL,NULL,"48.1524492","16.4546711",NULL,NULL,NULL,NULL,NULL,NULL,"1645051204779",NULL,NULL,NULL,NULL,NULL,True,NULL
"ahwohnen_1110_roschegasse20_stiege93stocktuer957immo40","AhWohnen","ahwohnen","http://www.ah-wohnen.at/cms/immo_page/57?immo=40","Roschegasse 20/Stiege 9/3.Stock/Tür 9","1110",NULL,NULL,"1645008100055","1645085246138",3,93,880,3300,NULL,NULL,"sofort",NULL,NULL,"48.1524492","16.4546711",NULL,NULL,NULL,NULL,NULL,NULL,"1645128499703",NULL,NULL,NULL,NULL,NULL,True,NULL
"ahwohnen_1120_hetzendorferstrasse159_erdgeschosstu57immo31","AhWohnen","ahwohnen","http://www.ah-wohnen.at/cms/immo_page/57?immo=31","Hetzendorfer Straße 159/Erdgeschoss/Tür 3","1120",NULL,"http://www.ah-wohnen.at/immo_pictures/638.jpg","1645705173701","1648024160928",2,59,470,2800,NULL,NULL,"sofort",NULL,NULL,"48.1702721","16.2978268",NULL,NULL,NULL,NULL,NULL,NULL,"1648027992427",NULL,NULL,NULL,NULL,NULL,True,NULL
"ahwohnen_1130_fehlingergasse40_1stocktuer257immo41","AhWohnen","ahwohnen","http://www.ah-wohnen.at/cms/immo_page/57?immo=41","Fehlingergasse 40/1.Stock/Tür 2","1130",NULL,"http://www.ah-wohnen.at/immo_pictures/171.jpg","1644319053990","1646922851434",2,69,670,14300,NULL,NULL,"sofort",NULL,NULL,"48.1681756","16.2852239",NULL,NULL,NULL,NULL,NULL,NULL,"1646978620941",NULL,NULL,NULL,NULL,NULL,True,NULL
"ahwohnen_1130_fehlingergasse40_2stock757immo41","AhWohnen","ahwohnen","http://www.ah-wohnen.at/cms/immo_page/57?immo=41","Fehlingergasse 40/2.Stock/7","1130",NULL,"http://www.ah-wohnen.at/immo_pictures/171.jpg","1641841762534","1644318684625",3,71.3,710,14700,NULL,NULL,"sofort",NULL,NULL,"48.1681756","16.2852239",NULL,NULL,NULL,NULL,NULL,NULL,"1644362068536",NULL,NULL,NULL,NULL,NULL,True,NULL
"ahwohnen_1130_fehlingergasse40_3stocktuer757immo50","AhWohnen","ahwohnen","http://www.ah-wohnen.at/cms/immo_page/57?immo=50","Fehlingergasse 40/3.Stock/Tür 7","1130",NULL,"http://www.ah-wohnen.at/immo_pictures/611.jpg","1644318798793","1648501044479",3,71.2,690,14600,NULL,NULL,"sofort",NULL,NULL,"48.1681756","16.2852239",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL
"ahwohnen_1140_hadersdorfhauptstrasse91_eg657immo25","AhWohnen","ahwohnen","http://www.ah-wohnen.at/cms/immo_page/57?immo=25","Hadersdorf, Hauptstraße 91/EG/6","1140",NULL,"http://www.ah-wohnen.at/immo_pictures/599.jpg","1644315211270","1646998417620",2,68,540,5410,NULL,NULL,"sofort",NULL,NULL,"48.2093742","16.2149836",NULL,NULL,NULL,NULL,NULL,NULL,"1647041745755",NULL,NULL,NULL,NULL,NULL,True,NULL
"ahwohnen_1210_hartwigbalzengasse5_stiege2tuer157immo51","AhWohnen","ahwohnen","http://www.ah-wohnen.at/cms/immo_page/57?immo=51","Hartwig-Balzen-Gasse 5/Stiege 2/Tür 1","1210",NULL,"http://www.ah-wohnen.at/immo_pictures/289.jpg","1643184674057","1643789258278",2,52.02,430,20000,NULL,NULL,"sofort",NULL,NULL,"48.2828582","16.4427066",NULL,NULL,NULL,NULL,NULL,NULL,"1643832576154",NULL,NULL,NULL,NULL,NULL,True,NULL
"ahwohnen_1220_amostrompark11_stiege1tuer3157immo35","AhWohnen","ahwohnen","http://www.ah-wohnen.at/cms/immo_page/57?immo=35","Am Ostrom Park 11/Stiege 1/Tür 31","1220",NULL,"http://www.ah-wohnen.at/immo_pictures/487.jpg","1643102002830","1645609957803",2,52.81,370,25000,NULL,NULL,"sofort",NULL,NULL,"48.2301999","16.5093963",NULL,NULL,NULL,NULL,NULL,NULL,"1645653320854",NULL,NULL,NULL,NULL,NULL,True,NULL
"ahwohnen_1220_amostrompark11_stiege1tuer3957immo54","AhWohnen","ahwohnen","http://www.ah-wohnen.at/cms/immo_page/57?immo=54","Am Ostrom Park 11/Stiege 1/Tür 39","1220",NULL,"http://www.ah-wohnen.at/immo_pictures/595.jpg","1641841763031","1643814917228",2,52.2,365,25100,NULL,NULL,"sofort",NULL,NULL,"48.2301999","16.5093963",NULL,NULL,NULL,NULL,NULL,NULL,"1643868095520",NULL,NULL,NULL,NULL,NULL,True,NULL
"ahwohnen_1220_ilsebuckstrasse20_stiege12stocktuer457immo56","AhWohnen","ahwohnen","http://www.ah-wohnen.at/cms/immo_page/57?immo=56","Ilse-Buck-Straße 20/Stiege 1/2.Stock/Tür 41","1220",NULL,"http://www.ah-wohnen.at/immo_pictures/488.jpg","1641841762941","1643789258479",3,59.11,494.7,34204.17,NULL,NULL,"sofort",NULL,NULL,"48.23035660000001","16.5088763",NULL,NULL,NULL,NULL,NULL,NULL,"1643832576165",NULL,NULL,NULL,NULL,NULL,True,NULL
"ahwohnen_1220_ilsebuckstrasse20_stiege21stocktuer257immo18","AhWohnen","ahwohnen","http://www.ah-wohnen.at/cms/immo_page/57?immo=18","Ilse-Buck-Straße 20/Stiege 2/1.Stock/Tür 2","1220",NULL,"http://www.ah-wohnen.at/immo_pictures/598.jpg","1643103199865","1644913416923",3,60,510,35500,NULL,NULL,"sofort",NULL,NULL,"48.23035660000001","16.5088763",NULL,NULL,NULL,NULL,NULL,NULL,"1644956640687",NULL,NULL,NULL,NULL,NULL,True,NULL
"ahwohnen_1220_ilsebuckstrasse20_stiege22stocktuer157immo55","AhWohnen","ahwohnen","http://www.ah-wohnen.at/cms/immo_page/57?immo=55","Ilse-Buck-Straße 20/Stiege 2/2.Stock/Tür 14","1220",NULL,"http://www.ah-wohnen.at/immo_pictures/594.jpg","1643103797423","1646922564698",1,30,260,17100,NULL,NULL,"sofort",NULL,NULL,"48.23035660000001","16.5088763",NULL,NULL,NULL,NULL,NULL,NULL,"1646978620950",NULL,NULL,NULL,NULL,NULL,True,NULL
"ahwohnen_1220_ilsebuckstrasse20_stiege23stocktuer257immo53","AhWohnen","ahwohnen","http://www.ah-wohnen.at/cms/immo_page/57?immo=53","Ilse-Buck-Straße 20/Stiege 2/3.Stock/Tür 21","1220",NULL,"http://www.ah-wohnen.at/immo_pictures/596.jpg","1643104034190","1646922851898",1,30,260,17400,NULL,NULL,"sofort",NULL,NULL,"48.23035660000001","16.5088763",NULL,NULL,NULL,NULL,NULL,NULL,"1646978620964",NULL,NULL,NULL,NULL,NULL,True,NULL
"ahwohnen_1220_ilsebuckstrasse20_stiege25stocktuer357immo52","AhWohnen","ahwohnen","http://www.ah-wohnen.at/cms/immo_page/57?immo=52","Ilse-Buck-Straße 20/Stiege 2/5.Stock/Tür 37","1220",NULL,"http://www.ah-wohnen.at/immo_pictures/597.jpg","1643104277144","1645609957798",1,30,260,17400,NULL,NULL,"sofort",NULL,NULL,"48.23035660000001","16.5088763",NULL,NULL,NULL,NULL,NULL,NULL,"1645653320861",NULL,NULL,NULL,NULL,NULL,True,NULL
"ahwohnen_1220_llsebuckstrasse20_stiege21stocktuer157immo57","AhWohnen","ahwohnen","http://www.ah-wohnen.at/cms/immo_page/57?immo=57","llse-Buck-Straße 20/Stiege 2/1.Stock/Tür 12","1220",NULL,"http://www.ah-wohnen.at/immo_pictures/593.jpg","1643103560829","1643814917215",3,68,600,41500,NULL,NULL,"sofort",NULL,NULL,"48.23035660000001","16.5088763",NULL,NULL,NULL,NULL,NULL,NULL,"1643868095512",NULL,NULL,NULL,NULL,NULL,True,NULL
"ahwohnen_1230_breitenfurterstrasse371_1stocktuer357immo55","AhWohnen","ahwohnen","http://www.ah-wohnen.at/cms/immo_page/57?immo=55","Breitenfurter Straße 371/1.Stock/Tür 3","1230",NULL,"http://www.ah-wohnen.at/immo_pictures/551.jpg","1641841763108","1642063438710",2,91.37,640,26250,NULL,NULL,"sofort",NULL,NULL,"48.1387677","16.2893652",NULL,NULL,NULL,NULL,NULL,NULL,"1642699290385",NULL,NULL,NULL,NULL,NULL,True,NULL
"ahwohnen_1230_breitenfurterstrasse371_dachgeschoss57immo50","AhWohnen","ahwohnen","http://www.ah-wohnen.at/cms/immo_page/57?immo=50","Breitenfurter Straße 371/Dachgeschoss/Tür 12","1230",NULL,"http://www.ah-wohnen.at/immo_pictures/233.jpg","1641841763199","1642063438715",2,87,610,25000,NULL,NULL,"sofort",NULL,NULL,"48.1387677","16.2893652",NULL,NULL,NULL,NULL,NULL,NULL,"1642699290379",NULL,NULL,NULL,NULL,NULL,True,NULL
"ahwohnen_1230_schuppengasse28_stiege53stocktuer1557immo45","AhWohnen","ahwohnen","http://www.ah-wohnen.at/cms/immo_page/57?immo=45","Schuppengasse 28/Stiege 5/3. Stock/Tür 15","1230",NULL,NULL,"1644842751185","1646035156986",1,33.3,280,3500,NULL,NULL,"sofort",NULL,NULL,"48.1496682","16.3238743",NULL,NULL,NULL,NULL,NULL,NULL,"1646078377730",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1020_taborstrasse70_267026190","BWSG","bwsg","https://www.bwsg.at/object/taborstrasse-70-26-190","Taborstraße 70/26","1020",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1638280872929","1638782958015",2,80.77,698.33,0,NULL,2793.32,"2022-03-01",NULL,NULL,"48.223535","16.383213",NULL,NULL,NULL,NULL,NULL,NULL,"1642699289668",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1020_zirkusgasse47_01dg23dg232020","BWSG","bwsg","https://www.bwsg.at/object/zirkusgasse-47-01-dg-23-2020","Zirkusgasse 47/01/DG/23","1020",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1647351343675","1648501043652",5,117.53,1321.96,0,NULL,7931.76,"2022-04-01",NULL,NULL,"48.2193188","16.3864304",NULL,NULL,NULL,NULL,NULL,NULL,"1644300112329",NULL,NULL,NULL,NULL,NULL,False,NULL
"bwsg_1020_zirkusgasse47_02130213341","BWSG","bwsg","https://www.bwsg.at/object/zirkusgasse-47-02-13-341","Zirkusgasse 47/02/13","1020",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1648479819729","1648501043664",2,49.5,643.6,0,NULL,2574.4,"2021-12-01",NULL,NULL,"48.2193188","16.3864303",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL
"bwsg_1020_zirkusgasse47_03170317580","BWSG","bwsg","https://www.bwsg.at/object/zirkusgasse-47-03-17-580","Zirkusgasse 47/03/17","1020",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1638280873048","1640863868515",2,56.29,0,0,NULL,3056.32,"2021-09-01",NULL,NULL,"48.2193188","16.3864304",NULL,NULL,NULL,NULL,NULL,NULL,"1642699289584",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1020_zirkusgasse47_03240324650","BWSG","bwsg","https://www.bwsg.at/object/zirkusgasse-47-03-24-650","Zirkusgasse 47/03/24","1020",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1634556816086","1640683886409",2,56.42,809.31,0,NULL,3237.24,"2021-07-01",NULL,NULL,"48.2193188","16.3864304",NULL,NULL,NULL,NULL,NULL,NULL,"1642699288900",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1030_schlachthausgasse41_04020402690","BWSG","bwsg","https://www.bwsg.at/object/schlachthausgasse-41-04-02-690","Schlachthausgasse 41/04/02","1030",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1633077206971","1639130336891",1,36.91,298.03,224.42,NULL,967.7,"2022-02-01",NULL,NULL,"48.1925574","16.4041159",NULL,NULL,NULL,NULL,NULL,NULL,"1642699288400",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1030_schlachthausgasse41_05040504920","BWSG","bwsg","https://www.bwsg.at/object/schlachthausgasse-41-05-04-920","Schlachthausgasse 41/05/04","1030",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1633077207054","1642608792256",3,80.98,655.83,678.59,NULL,1944.73,"2022-02-01",NULL,NULL,"48.1925574","16.4041159",NULL,NULL,NULL,NULL,NULL,NULL,"1642699288433",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1040_ziegelofengasse4_030630690460","BWSG","bwsg","https://www.bwsg.at/object/ziegelofengasse-4-03-06-90460","Ziegelofengasse 4/03/06","1040",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1633014113624","1636554556228",2,48.6,309.3,303.98,NULL,933.22,"2021-09-01",NULL,NULL,"48.1890432","16.3637168",NULL,NULL,NULL,NULL,NULL,NULL,"1642699288175",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1050_johannagasse2_020020200220","BWSG","bwsg","https://www.bwsg.at/object/johannagasse-2-02-002-20","Johannagasse 2/02/002","1050",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1646323408035","1647419509428",3,85.28,817.84,17448.03,NULL,0,"2022-05-01",NULL,NULL,"48.1826111","16.3492647",NULL,NULL,NULL,NULL,NULL,NULL,"1647462712546",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1050_johannagasse4_0200302003430","BWSG","bwsg","https://www.bwsg.at/object/johannagasse-4-02-003-430","Johannagasse 4/02/003","1050",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1646319839446","1646386873630",3,73.5,684.6,14376.52,NULL,0,"2022-06-01",NULL,NULL,"48.1827532","16.3491881",NULL,NULL,NULL,NULL,NULL,NULL,"1646430260416",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1050_margaretengtl138140_073373391330","BWSG","bwsg","https://www.bwsg.at/object/margaretengtl-138-140-07-33-91330","Margaretengtl.138-140/07/33","1050",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1633014114641","1635418772505",2,58.66,432.04,971.28,NULL,756.88,"2021-11-01",NULL,NULL,"48.1857835","16.3541243",NULL,NULL,NULL,NULL,NULL,NULL,"1642699286948",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1100_dieselgasse10_02dg024dg024570","BWSG","bwsg","https://www.bwsg.at/object/dieselgasse-10-02-dg-024-570","Dieselgasse 10/02/DG/024","1100",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1639744393672","1641898784006",3,96.6,911.35,25910.7,NULL,0,"1970-01-01",NULL,NULL,"48.1678372","16.3705882",NULL,NULL,NULL,NULL,NULL,NULL,"1642699289884",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1100_gudrunstrasse107_020520590330","BWSG","bwsg","https://www.bwsg.at/object/gudrunstrasse-107-02-05-90330","Gudrunstraße 107/02/05","1100",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1633014115358","1635841768764",2,50.11,374.66,340.78,NULL,1157.86,"2021-11-01",NULL,NULL,"48.1774049","16.3833245",NULL,NULL,NULL,NULL,NULL,NULL,"1642699286888",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1100_landgutgasse4_10e410540","BWSG","bwsg","https://www.bwsg.at/object/landgutgasse-4-10-540","Landgutgasse 4/10","1100",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1633014115670","1638185357831",1,38.58,328.3,133.93,NULL,1171.11,"2022-02-01",NULL,NULL,"48.1814379","16.37812",NULL,NULL,NULL,NULL,NULL,NULL,"1642699286788",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1100_landgutgasse4_42e442860","BWSG","bwsg","https://www.bwsg.at/object/landgutgasse-4-42-860","Landgutgasse 4/42","1100",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1633014115730","1639130336915",1,31.72,268.25,110.01,NULL,962.99,"2021-12-01",NULL,NULL,"48.1814379","16.37812",NULL,NULL,NULL,NULL,NULL,NULL,"1642699286836",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1110_amkanal61a_dg16dg16450","BWSG","bwsg","https://www.bwsg.at/object/am-kanal-61a-dg-16-450","Am Kanal 61A/DG/16","1110",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1633014121545","1633424372798",2,0,715.05,0,NULL,2145.12,"1970-01-01",NULL,NULL,"48.1745124","16.4076038",NULL,NULL,NULL,NULL,NULL,NULL,"1642699288159",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1110_amkanal63_03l630330","BWSG","bwsg","https://www.bwsg.at/object/am-kanal-63-03-30","Am Kanal 63/03","1110",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1638810071893","1639648500257",2,45.11,344.62,0,NULL,0,"2022-01-01",NULL,NULL,"48.1743076","16.4076536",NULL,NULL,NULL,NULL,NULL,NULL,"1642699289750",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1110_amkanal63a_dg0109g0109930","BWSG","bwsg","https://www.bwsg.at/object/am-kanal-63a-dg01-09-930","Am Kanal 63a/DG01/09","1110",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1639648619810","1642694351809",2,0,0,0,NULL,2247.51,"1970-01-01",NULL,NULL,"48.1741614","16.4076921",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"bwsg_1110_amkanal63_dg14dg14390","BWSG","bwsg","https://www.bwsg.at/object/am-kanal-63-dg-14-390","Am Kanal 63/DG/14","1110",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1633014121873","1633424372810",3,0,860.33,0,NULL,2580.99,"1970-01-01",NULL,NULL,"48.1743076","16.4076536",NULL,NULL,NULL,NULL,NULL,NULL,"1642699287477",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1110_geiselbergstrasse50a_dg13dg13250","BWSG","bwsg","https://www.bwsg.at/object/geiselbergstrasse-50a-dg-13-250","Geiselbergstraße 50a/DG/13","1110",NULL,"https://www.bwsg.at/cache/_media/image-6175-250-n001_optimized.jpg","1633014122161","1638809958080",3,0,1030.13,0,NULL,3090.39,"2021-07-01",NULL,NULL,"48.1745405","16.4079673",NULL,NULL,NULL,NULL,NULL,NULL,"1642699288631",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1110_geiselbergstrasse52_dg15dg15310","BWSG","bwsg","https://www.bwsg.at/object/geiselbergstrasse-52-dg-15-310","Geiselbergstraße 52/DG/15","1110",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1634133695272","1637848773712",3,0,828.88,0,NULL,2486.64,"2021-07-01",NULL,NULL,"48.1745364","16.4082618",NULL,NULL,NULL,NULL,NULL,NULL,"1642699289086",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1110_hauffgasse37_0104200420200","BWSG","bwsg","https://www.bwsg.at/object/hauffgasse-37-01-04-20-200","Hauffgasse 37/01/04/20","1110",NULL,"https://www.bwsg.at/cache/_media/image-1162-200-n001_optimized.jpg","1634751104892","1636975749998",2,67.13,584.27,0,NULL,0,"2022-02-01",NULL,NULL,"48.1739072","16.4061791",NULL,NULL,NULL,NULL,NULL,NULL,"1642699288669",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1110_hauffgasse37_02063106311150","BWSG","bwsg","https://www.bwsg.at/object/hauffgasse-37-02-06-31-1150","Hauffgasse 37/02/06/31","1110",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1633014122479","1634126493694",4,109,955.27,0,NULL,3821.08,"2022-01-01",NULL,NULL,"48.1739072","16.4061791",NULL,NULL,NULL,NULL,NULL,NULL,"1642699287454",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1110_hauffgasse43_05031603162740","BWSG","bwsg","https://www.bwsg.at/object/hauffgasse-43-05-03-16-2740","Hauffgasse 43/05/03/16","1110",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1636371084047","1638284458426",3,87.99,773.3,0,NULL,3093.88,"2022-02-01",NULL,NULL,"48.1732086","16.4044587",NULL,NULL,NULL,NULL,NULL,NULL,"1642699289204",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1110_hauffgasse45_06063506353470","BWSG","bwsg","https://www.bwsg.at/object/hauffgasse-45-06-06-35-3470","Hauffgasse 45/06/06/35","1110",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1636022593650","1639565940685",3,88.35,772.12,0,NULL,3089.08,"2022-02-01",NULL,NULL,"48.1729544","16.4040091",NULL,NULL,NULL,NULL,NULL,NULL,"1642699289701",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1110_hauffgasse47_07dg45g4510530","BWSG","bwsg","https://www.bwsg.at/object/hauffgasse-47-07-dg-45-10530","Hauffgasse 47/07/DG/45","1110",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1633014122781","1634556690440",2,65.37,882.34,0,NULL,2647.02,"2021-12-01",NULL,NULL,"48.1727526","16.403723",NULL,NULL,NULL,NULL,NULL,NULL,"1642699287380",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1110_lorystrasse122_01720172720","BWSG","bwsg","https://www.bwsg.at/object/lorystrasse-122-01-72-720","Lorystraße 122/01/72","1110",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1633014123069","1634029774312",3,79.84,741.99,16142.97,NULL,0,"2021-12-01",NULL,NULL,"48.1652147","16.421029",NULL,NULL,NULL,NULL,NULL,NULL,"1642699287613",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1110_mannswoertherstr27_02dg006dg006120","BWSG","bwsg","https://www.bwsg.at/object/mannswoerther-str-27-02-dg-006-120","Mannswörther Str. 27/02/DG/006","1110",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1640880070256","1642071604256",2,60.59,549.6,14697.77,NULL,0,"2022-03-01",NULL,NULL,"48.1481862","16.4854335",NULL,NULL,NULL,NULL,NULL,NULL,"1642699290083",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1120_altmannsdorferstr40_04eg01eg01510","BWSG","bwsg","https://www.bwsg.at/object/altmannsdorfer-str-40-04-eg-01-510","Altmannsdorfer Str.40/04/EG/01","1120",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1633014125531","1634029169436",1,45.75,370.51,4382.03,NULL,0,"2021-12-01",NULL,NULL,"48.16912869999999","16.3141093",NULL,NULL,NULL,NULL,NULL,NULL,"1642699288223",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1120_altmannsdorferstr40_0502130213720","BWSG","bwsg","https://www.bwsg.at/object/altmannsdorfer-str-40-05-02-13-720","Altmannsdorfer Str.40/05/02/13","1120",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1633014125570","1634724086826",3,89.06,744.89,23797.01,NULL,0,"2021-12-01",NULL,NULL,"48.16912869999999","16.3141093",NULL,NULL,NULL,NULL,NULL,NULL,"1642699287726",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1120_ignazgasse19_171917170","BWSG","bwsg","https://www.bwsg.at/object/ignazgasse-19-17-170","Ignazgasse 19/17","1120",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1633014125850","1640015347863",3,80.52,518.55,1684.38,NULL,389.82,"2021-11-01",NULL,NULL,"48.1780804","16.3332677",NULL,NULL,NULL,NULL,NULL,NULL,"1642699287811",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1150_felberstrasse1416_08hp03hp031070","BWSG","bwsg","https://www.bwsg.at/object/felberstrasse-14-16-08-hp-03-1070","Felberstraße 14-16/08/HP/03","1150",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1633014129494","1634029774435",2,40.9,292.11,0,NULL,1168.44,"2021-10-01",NULL,NULL,"48.1975214","16.3352006",NULL,NULL,NULL,NULL,NULL,NULL,"1642699287815",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1190_heiligenstaedterstr36_203620190","BWSG","bwsg","https://www.bwsg.at/object/heiligenstaedter-str-36-20-190","Heiligenstädter Str.36/20","1190",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1633014130139","1633077091473",2,60.08,430.8,322.02,NULL,1401.18,"2021-10-01",NULL,NULL,"48.23822819999999","16.3585593",NULL,NULL,NULL,NULL,NULL,NULL,"1642699287716",NULL,NULL,NULL,NULL,NULL,True,NULL
"bwsg_1200_dammstrasse15_0206320632580","BWSG","bwsg","https://www.bwsg.at/object/dammstrasse-15-02-06-32-580","Dammstraße 15/02/06/32","1200",NULL,"https://www.bwsg.at/wp-content/themes/bwsg/lib/bwsg-api/assets/default_unit.png","1633077208088","1647970284347",3,73.41,581.73,1575.05,NULL,751.87,"2022-02-01",NULL,NULL,"48.2325629","16.3746721",NULL,NULL,NULL,NULL,NULL,NULL,"1647973908499",NULL,NULL,NULL,NULL,NULL,True,NULL
